peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
62.91,1.58,M,23,0,0,0,11,5,0,N,0,2,3
72.69,1.65,M,55,0,0,1,0,0,0,S,1,3,3
49.6,1.66,M,56,50,8,6,0,13,1,N,1,1,2
50.2,1.67,V,34,250,15,4,0,0,6,N,2,4,4
51.41,1.69,M,68,110,2,1,0,6,4,N,0,0,1
51.41,1.69,M,41,60,0,6,0,0,0,N,1,1,1
70.55,1.69,M,56,0,0,0,32,10,0,N,2,2,3
45.51,1.59,M,44,80,5,4,10,10,0,N,0,0,0
47.82,1.63,M,80,150,0,4,0,0,0,N,1,4,3
55.1,1.74,V,24,0,9,0,0,0,0,N,2,4,4
59.62,1.82,V,41,50,0,0,29,20,0,N,3,3,3
58.32,1.8,V,45,10,0,2,9,8,3,S,0,1,1
80.17,1.72,V,48,0,0,2,0,5,0,N,2,3,3
72.18,1.72,M,20,0,2,0,0,0,0,S,2,2,2
85.55,1.78,V,44,0,0,2,0,0,0,N,1,1,0
50.2,1.67,V,41,20,3,3,20,16,0,N,3,4,4
52.67,1.58,M,57,0,7,3,0,6,0,N,2,4,1
65.3,1.83,V,44,0,10,2,7,3,1,N,1,2,3
47.82,1.63,M,35,120,9,4,6,7,0,N,1,1,1
48.41,1.64,M,54,150,0,2,5,0,0,N,3,4,4
81.32,1.8,V,24,0,0,0,0,6,0,N,1,4,4
53.84,1.53,M,46,0,6,0,1,0,0,N,0,1,0
74.83,1.69,M,27,0,4,2,0,1,0,N,0,0,0
57.03,1.78,V,30,100,7,0,2,1,0,N,2,2,2
51.83,1.59,M,41,0,9,4,0,0,0,N,1,1,0
52.22,1.6,M,34,0,8,2,1,0,0,N,2,3,2
47.24,1.62,M,31,0,20,3,2,0,8,N,1,2,2
67.82,1.74,V,29,0,7,3,5,0,0,S,4,4,1
68.12,1.78,V,58,0,7,0,16,7,0,S,1,1,1
107.83,1.83,V,22,0,0,0,35,27,0,N,0,0,0
73.62,1.61,M,42,0,0,5,0,0,0,N,0,0,0
83.96,1.78,V,45,0,0,5,0,0,0,N,1,2,3
58.32,1.8,V,56,40,9,5,10,8,0,N,1,3,2
82.4,1.76,V,24,0,0,0,0,0,0,N,2,2,2
60.28,1.83,V,18,150,20,3,3,0,0,N,0,1,0
47.82,1.63,M,45,20,0,4,0,0,0,N,1,3,2
62.26,1.76,V,47,0,8,2,12,6,0,N,2,4,4
64.21,1.66,V,32,0,6,0,0,0,0,N,0,2,2
61.69,1.69,M,61,0,0,2,18,10,5,N,1,0,0
80.69,1.64,V,34,0,0,5,21,14,0,N,2,3,2
66.97,1.65,V,60,0,0,6,0,0,1,N,1,2,3
69.65,1.7,M,18,0,0,0,1,0,0,N,2,4,4
56.39,1.77,V,39,70,0,1,9,5,0,N,0,0,0
46.08,1.6,M,37,80,0,4,2,0,0,N,1,3,4
50.98,1.66,M,30,0,13,2,2,0,1,N,0,2,2
67.53,1.76,V,56,0,7,0,11,1,0,N,0,0,0
77.75,1.76,V,49,0,0,0,0,0,0,N,1,3,1
74.72,1.75,V,18,0,0,0,3,0,0,N,2,4,3
47.82,1.63,M,18,60,0,2,0,0,0,S,2,3,3
60.94,1.84,V,50,0,0,4,15,10,10,N,4,4,3
49.6,1.66,M,19,70,0,0,10,7,0,N,1,3,3
59.62,1.82,V,36,60,0,0,18,11,0,N,1,1,1
50.2,1.67,M,39,0,21,2,0,1,0,N,1,1,0
46.08,1.6,M,51,0,0,1,4,4,8,N,0,1,1
46.66,1.61,M,59,20,3,5,5,0,0,N,1,2,1
77.11,1.69,M,25,0,0,3,0,0,0,N,0,0,0
52.18,1.64,M,24,0,13,2,0,2,0,N,1,2,3
56.49,1.66,M,59,0,9,0,0,0,0,N,0,1,2
64.47,1.59,M,18,0,0,4,12,3,0,N,1,2,2
52.99,1.67,M,27,0,10,0,0,0,0,N,2,4,4
84.47,1.82,V,35,0,0,3,0,3,0,N,3,4,4
79.31,1.73,V,18,0,0,0,6,5,0,N,0,1,0
62.07,1.74,V,39,0,3,0,14,4,0,N,3,3,4
59.3,1.81,V,68,0,0,0,17,5,4,N,1,3,3
71.2,1.63,M,18,0,0,1,17,10,0,N,2,4,4
68.84,1.73,V,30,0,7,5,12,0,1,N,1,1,1
49,1.65,M,63,10,5,2,0,0,0,N,2,4,3
52.02,1.7,M,18,0,24,0,0,3,0,N,0,2,2
52.63,1.71,V,37,0,19,0,12,11,0,N,2,3,3
71,1.72,V,26,0,0,0,13,4,1,N,0,3,4
85.18,1.76,V,28,0,0,0,5,3,0,N,0,1,1
74.93,1.57,M,37,0,0,0,11,14,0,N,0,0,0
55.12,1.75,V,55,140,0,4,5,0,0,N,2,4,4
74.56,1.77,V,60,0,0,1,11,8,0,N,2,3,4
72.89,1.64,M,36,0,0,0,0,0,0,S,0,1,1
63.66,1.58,M,36,0,0,7,18,5,0,N,1,2,3
57.02,1.77,V,57,0,15,3,0,5,1,N,1,1,2
77.69,1.69,M,30,0,0,0,10,11,0,N,1,3,4
67.04,1.77,V,27,0,9,3,0,1,0,N,0,3,3
54.19,1.68,V,50,0,14,1,15,5,0,N,0,0,1
53.92,1.61,M,44,0,11,0,5,4,0,N,2,1,3
60.28,1.83,V,30,20,0,0,1,2,0,N,1,0,0
72.73,1.79,V,42,0,8,0,0,5,0,N,0,1,1
70.18,1.77,V,26,0,0,0,0,0,2,N,1,2,1
79.69,1.69,M,42,0,0,1,7,9,0,N,1,2,1
73.69,1.91,V,53,0,6,0,0,0,0,N,1,3,3
58.97,1.81,V,49,10,4,0,13,7,7,N,1,1,0
52.02,1.7,V,60,70,14,0,0,4,0,N,0,2,1
89.35,1.78,V,22,0,2,0,16,12,0,N,1,1,0
43.8,1.56,M,52,50,10,0,6,2,0,N,0,0,0
56.17,1.58,M,26,0,5,3,0,3,0,N,1,3,2
57.14,1.59,M,51,0,0,0,6,1,1,N,2,3,4
85.4,1.69,V,58,0,0,0,6,15,0,N,0,0,0
52.63,1.71,V,33,100,14,2,0,0,1,N,1,2,2
46.08,1.6,M,44,0,20,2,1,6,0,N,0,1,0
69.85,1.79,V,22,0,15,0,19,16,0,N,0,0,0
80.81,1.73,M,46,0,0,4,0,9,2,N,1,0,1
57.6,1.6,M,56,0,7,0,6,6,0,N,2,3,4
67.79,1.65,V,31,0,4,1,5,0,0,N,0,1,1
83.05,1.83,V,54,0,2,8,0,0,0,N,2,4,4
53.25,1.72,M,42,160,0,1,0,0,0,N,0,2,2
52.63,1.71,V,18,40,16,1,0,3,0,N,2,4,4
47.24,1.62,V,18,50,9,3,15,4,0,N,2,4,4
51.37,1.64,M,56,0,15,0,2,4,0,N,0,2,1
83.72,1.72,V,31,0,2,3,16,11,0,S,1,2,2
91.88,1.78,V,29,0,3,0,5,14,0,N,0,0,0
56.94,1.55,M,53,0,2,0,0,0,0,N,1,2,2
77.48,1.75,V,62,0,0,1,0,9,0,N,3,4,4
54.5,1.74,M,41,100,1,0,4,1,4,N,1,2,4
67.52,1.74,M,27,0,4,3,0,7,2,N,2,2,3
51.41,1.69,M,34,10,18,4,7,11,0,N,2,4,3
58.14,1.66,V,48,0,0,7,8,11,7,N,1,2,2
74.77,1.78,V,36,0,4,1,10,4,0,N,1,1,0
67.21,1.67,M,26,0,0,3,4,0,0,N,2,4,4
62.35,1.65,M,44,0,0,0,10,3,0,N,1,4,4
89.42,1.88,V,46,0,0,2,3,0,0,N,2,2,3
73.98,1.71,V,19,0,5,0,1,0,0,N,1,1,1
78.01,1.77,V,30,0,2,0,22,7,0,S,1,0,0
54.5,1.74,V,59,50,9,4,0,2,0,N,1,1,0
69.94,1.7,M,48,0,7,3,2,10,0,N,2,4,4
94.22,1.9,V,44,0,0,0,0,0,0,N,1,2,1
58.32,1.8,V,30,120,0,0,12,0,0,N,2,2,1
55.12,1.75,V,55,110,6,2,11,8,2,N,1,1,0
72.79,1.67,M,18,0,0,0,8,3,0,N,1,2,1
57.86,1.68,V,18,0,17,7,5,0,0,N,1,2,2
83.4,1.69,V,28,0,0,0,17,13,0,N,0,1,2
76.61,1.66,M,32,0,0,0,8,4,0,N,1,2,2
82.89,1.81,V,38,0,0,4,0,4,0,N,3,4,4
45.51,1.59,M,63,80,0,0,0,0,0,N,2,4,2
59.41,1.75,M,69,0,4,0,2,0,0,N,2,4,4
59.62,1.82,V,48,20,0,2,0,0,0,N,2,4,4
58.97,1.81,V,32,30,1,2,0,0,0,N,0,0,0
52.63,1.71,M,40,20,2,2,7,5,0,N,1,2,1
56.06,1.6,M,81,0,0,0,2,1,1,N,2,4,4
44.78,1.56,M,65,0,7,0,4,0,0,S,3,4,4
58.9,1.59,M,36,0,8,0,0,6,0,N,1,1,0
70.67,1.63,M,36,0,5,4,0,0,0,N,0,0,0
61.1,1.53,M,44,0,0,0,0,0,0,N,0,2,1
76.87,1.7,V,32,0,4,0,37,23,0,N,1,2,2
56.08,1.65,M,37,0,8,7,0,1,1,N,2,4,4
53.87,1.73,V,63,40,0,0,18,12,0,N,2,4,4
78.72,1.74,V,49,0,2,4,1,8,0,N,1,4,4
52.02,1.7,V,18,100,7,1,4,0,0,N,1,2,1
57.67,1.79,V,18,20,15,0,0,21,5,N,2,1,1
92.66,1.8,V,28,0,0,0,6,5,0,N,1,1,1
77.33,1.68,M,44,0,0,0,17,13,0,N,1,1,1
73.57,1.66,M,29,0,0,1,12,7,0,N,2,2,2
79.02,1.74,V,53,0,2,10,10,5,0,N,1,2,2
55.76,1.76,M,18,90,6,0,0,5,0,N,1,2,2
57.03,1.78,V,18,100,0,0,0,0,0,S,1,1,2
54.5,1.74,V,30,40,8,3,2,0,0,N,2,3,1
48.41,1.64,M,42,160,0,0,2,3,4,N,1,3,4
52.02,1.7,V,26,150,0,3,14,8,0,N,0,1,3
53.87,1.73,V,31,70,9,4,0,1,0,N,2,3,1
67.34,1.73,V,45,0,3,3,6,0,0,N,2,1,1
64.74,1.76,V,42,0,12,0,5,16,1,N,1,1,1
61.61,1.85,V,22,40,6,0,20,9,2,N,0,1,3
81.21,1.7,M,47,0,0,7,0,9,0,N,2,3,1
56.39,1.77,V,29,210,0,1,0,0,0,N,2,4,3
46.66,1.61,M,39,80,13,0,7,5,0,N,1,2,2
89.12,1.75,V,33,0,0,5,11,10,0,N,1,2,3
55.27,1.71,V,50,0,9,2,2,0,1,N,4,4,4
72.73,1.73,M,42,0,0,0,11,8,0,N,3,4,4
55.12,1.75,V,18,140,1,0,8,10,0,N,1,0,1
76.58,1.7,V,20,0,0,1,0,0,0,N,0,1,0
52.02,1.7,V,23,80,21,2,0,0,2,N,1,4,4
53.87,1.73,M,34,100,2,0,4,4,0,S,0,1,0
53.87,1.73,M,52,0,10,0,0,0,0,N,2,4,4
69.07,1.78,V,54,0,0,0,8,1,0,N,1,4,4
78.68,1.76,V,29,0,1,0,12,5,0,N,1,0,2
52.27,1.65,V,61,0,9,4,0,0,0,N,3,4,4
77.58,1.63,V,18,0,0,5,16,10,0,N,1,3,2
83.01,1.78,V,39,0,0,0,11,6,0,N,0,2,3
66.4,1.54,M,21,0,0,2,0,2,0,N,1,3,3
67.25,1.59,M,70,0,0,5,10,12,0,N,2,4,4
52.63,1.71,V,35,40,0,2,3,0,0,N,0,2,1
52.84,1.69,M,18,0,18,0,0,11,0,N,2,4,1
72.21,1.85,V,50,0,11,2,0,8,0,N,2,2,3
64.55,1.69,V,28,0,7,4,0,1,0,N,2,2,1
68.29,1.75,V,61,0,5,2,1,3,0,N,2,4,4
52.58,1.59,M,18,0,11,0,3,0,0,N,0,0,0
52.02,1.7,M,60,170,0,7,0,1,1,N,3,4,3
63.65,1.66,M,54,0,7,0,0,2,0,N,0,2,0
68.58,1.64,V,57,0,0,3,0,3,0,N,3,4,4
79.19,1.7,M,30,0,0,8,0,2,0,N,2,4,3
58.53,1.65,M,26,0,7,0,9,2,0,N,2,2,3
55.76,1.76,V,61,70,0,1,3,0,0,N,2,4,4
64.97,1.59,M,38,0,0,2,9,3,0,N,2,2,1
71.95,1.67,V,51,0,0,2,0,0,0,N,0,1,1
72.48,1.72,M,46,0,3,2,5,8,0,N,2,3,3
75.19,1.77,V,43,0,3,3,0,2,0,N,2,2,2
76.87,1.75,M,35,0,0,1,0,0,0,N,2,1,1
74.83,1.69,M,42,0,1,4,6,0,0,N,0,1,0
79.93,1.75,V,47,0,0,0,16,10,0,N,4,4,4
71.37,1.66,M,43,0,0,5,0,0,0,S,2,0,0
70,1.68,M,25,0,2,4,11,7,0,N,3,4,3
65.6,1.7,M,24,0,4,0,11,7,0,N,2,4,3
71.69,1.69,M,85,0,0,4,1,1,0,N,1,3,3
56.39,1.77,V,76,170,5,0,0,12,3,N,0,1,0
49,1.65,M,47,140,6,0,11,14,0,N,1,3,4
75.95,1.75,M,55,0,1,7,0,0,0,N,2,4,4
82.26,1.69,M,18,0,0,0,12,9,NA,N,1,1,1
61.94,1.59,M,48,0,1,0,26,13,0,N,4,4,4
62.57,1.81,V,55,0,19,3,0,9,0,N,0,0,2
60.94,1.84,V,43,0,17,3,8,2,0,N,2,3,3
69.12,1.69,M,18,0,1,3,0,2,0,N,1,4,4
53.25,1.72,V,46,0,15,0,0,0,0,N,2,2,1
86.51,1.8,V,71,0,0,4,0,7,0,N,2,2,2
73.12,1.7,V,69,0,0,1,10,0,0,N,0,0,0
62.27,1.86,V,55,110,7,0,6,7,1,N,2,2,2
52.02,1.7,V,33,0,12,0,6,2,0,N,1,3,4
84.91,1.78,V,57,0,2,3,0,2,0,N,1,0,1
60.62,1.62,M,37,0,0,1,4,0,3,N,1,2,3
54.5,1.74,V,34,80,8,3,2,10,0,N,1,1,0
79.88,1.64,M,23,0,0,3,0,5,0,N,1,1,2
85.13,1.82,V,45,0,0,0,25,15,0,N,2,4,4
50.8,1.68,V,23,20,0,5,0,2,0,N,2,3,4
44.94,1.58,M,18,10,0,0,4,0,5,N,0,0,0
60.68,1.68,M,39,0,13,4,2,3,0,N,0,0,0
62,1.66,M,51,0,7,0,6,0,0,N,0,1,1
52.86,1.55,M,66,0,5,0,5,5,0,N,2,1,2
64.3,1.89,V,59,130,26,1,0,0,5,N,3,4,3
60.36,1.62,M,27,0,5,0,0,0,1,N,1,2,3
76.58,1.87,V,92,0,0,0,7,0,0,N,3,3,4
57.69,1.69,V,21,10,0,5,9,13,0,N,2,2,2
79.03,1.68,M,24,0,0,0,4,8,0,N,1,3,4
62.83,1.66,M,18,0,13,5,1,2,0,N,0,0,0
57.17,1.67,V,56,0,12,0,15,8,0,N,2,3,3
80.35,1.8,V,18,0,1,0,3,2,0,N,1,2,2
65.88,1.65,V,33,0,4,3,0,0,0,N,2,3,4
67.9,1.56,M,43,0,0,2,17,6,0,N,0,2,2
67.31,1.83,V,48,0,0,0,9,0,2,N,3,3,4
72.54,1.68,M,41,0,0,2,9,1,0,N,0,0,0
60.53,1.71,V,43,0,4,3,3,11,5,N,0,1,0
54.5,1.74,V,67,20,0,6,0,4,0,N,0,2,2
72.35,1.64,M,38,0,3,4,0,4,0,N,0,1,2
59.72,1.75,V,29,0,9,0,8,0,0,S,2,3,3
52.02,1.7,V,57,0,13,0,9,0,0,N,1,2,1
56.39,1.77,V,31,70,0,2,10,6,0,N,1,3,4
47.24,1.62,M,18,80,0,2,15,8,0,N,0,2,2
52.63,1.71,M,40,60,0,0,6,0,0,N,2,3,3
57.92,1.56,M,38,0,0,0,0,0,0,N,4,4,4
50.2,1.67,M,33,50,8,0,0,0,2,N,0,0,1
60.58,1.63,M,36,0,7,5,7,3,0,N,1,1,0
87.5,1.74,V,37,0,0,7,0,4,0,N,0,1,1
57.03,1.78,V,71,80,0,0,31,8,6,N,3,3,1
65.34,1.65,M,42,0,3,5,0,0,0,N,0,1,1
71.4,1.67,M,35,0,0,9,5,0,0,N,3,4,4
80.51,1.73,V,24,0,0,0,0,1,0,N,1,1,1
72.97,1.74,V,27,0,0,2,0,0,0,N,3,4,4
75.34,1.75,V,53,0,0,0,0,1,0,N,1,1,3
49,1.65,M,27,30,12,0,24,9,0,N,2,0,0
65.85,1.81,V,84,0,4,0,4,2,0,N,3,4,4
49.6,1.66,V,64,110,0,4,0,0,2,N,2,2,2
83.27,1.8,V,32,0,0,0,12,8,0,N,1,3,2
67.03,1.55,M,18,0,0,0,3,2,0,S,1,1,1
69.39,1.76,V,27,0,8,9,0,0,0,N,1,2,3
55.76,1.76,V,33,180,0,0,9,0,0,N,1,4,4
58.97,1.81,V,30,110,0,0,13,10,0,N,4,4,4
54.5,1.74,V,55,40,0,0,10,6,0,N,2,3,3
78.09,1.75,M,45,0,0,7,3,5,0,N,1,3,4
58.97,1.81,V,35,90,2,2,0,2,0,N,0,1,4
74.13,1.66,M,42,0,2,5,16,8,0,N,1,2,2
80.85,1.76,V,19,0,1,3,0,0,0,N,1,2,1
52.02,1.7,V,35,120,0,3,0,0,0,N,2,3,4
54.47,1.57,M,33,0,9,0,0,4,0,S,1,3,3
52.63,1.71,M,32,50,0,0,0,7,0,N,0,0,0
61.81,1.68,M,25,0,9,4,0,2,0,N,2,3,4
83.72,1.83,V,25,0,3,2,0,0,0,S,2,3,2
72.41,1.79,V,80,0,7,0,5,8,0,N,2,3,4
55.76,1.76,V,39,0,3,0,0,5,8,N,3,4,4
57.67,1.79,V,43,30,0,4,20,13,0,N,1,2,3
79.58,1.72,M,42,0,0,1,0,2,0,N,0,2,2
57.67,1.79,V,45,30,9,3,0,0,0,N,1,4,4
84.8,1.71,V,19,0,0,0,2,5,0,N,0,1,0
62.46,1.6,M,40,0,0,0,1,0,0,N,1,2,2
54.5,1.74,V,27,80,0,2,0,3,3,N,3,4,4
63.74,1.6,M,29,0,9,0,23,14,0,N,0,0,0
57.67,1.79,V,44,0,14,0,9,6,0,N,0,2,1
53.87,1.73,M,25,70,0,1,23,8,0,N,0,1,2
56.39,1.77,V,41,40,1,0,2,0,0,N,2,3,2
53.25,1.72,M,22,110,0,2,0,0,0,N,2,2,1
68.61,1.66,V,73,0,0,4,2,0,0,N,0,0,1
71.4,1.67,M,58,0,0,0,0,0,0,N,0,0,0
62.7,1.63,M,42,0,0,0,0,0,0,N,3,3,4
54.77,1.73,V,29,0,14,2,0,3,0,N,3,3,3
51.41,1.69,M,33,150,0,0,0,0,0,N,3,3,3
79.01,1.75,V,34,0,0,0,26,8,0,N,1,3,3
73.34,1.86,V,59,0,6,0,0,3,0,N,1,4,3
55.76,1.76,V,22,50,0,1,2,0,0,N,0,0,0
60.88,1.79,V,56,0,14,5,0,0,0,N,0,1,1
50.48,1.63,M,42,10,0,0,17,18,0,N,2,4,1
72.26,1.69,M,28,0,0,1,0,1,1,N,1,3,1
60.28,1.83,V,61,0,13,0,7,0,2,N,1,2,2
54.5,1.74,V,48,0,21,3,0,0,0,S,2,3,3
59.62,1.82,V,72,0,16,0,11,0,0,N,2,4,4
52.99,1.64,M,50,0,12,1,0,1,0,N,2,3,2
73.63,1.73,M,37,0,6,3,0,1,0,N,1,2,1
52.63,1.71,M,32,100,0,0,0,2,0,N,3,4,3
71.3,1.72,V,22,0,0,0,0,0,0,N,3,3,4
67.24,1.64,M,25,0,0,1,4,0,0,N,3,4,3
64.73,1.56,M,51,0,0,5,0,0,0,N,1,2,2
90.04,1.75,V,28,0,0,0,0,5,0,N,0,1,2
64.35,1.68,V,22,0,7,2,1,0,0,S,1,1,0
58.42,1.68,M,39,0,13,0,2,11,0,N,2,3,4
48.41,1.64,M,51,0,14,4,10,0,0,N,3,3,3
81.38,1.83,V,26,0,0,0,0,0,0,N,3,4,4
67.94,1.73,V,68,0,4,2,0,0,0,S,1,1,1
80.52,1.77,V,60,0,0,2,4,2,0,N,1,2,4
54.17,1.61,M,34,0,9,0,5,4,1,N,0,1,1
59.92,1.79,V,31,0,0,0,18,4,3,N,2,4,4
49,1.65,M,50,30,6,0,0,7,0,N,1,2,2
51.41,1.69,M,63,90,0,3,0,0,0,N,2,4,4
97.2,1.85,V,47,0,0,1,0,7,0,N,0,0,1
63.46,1.59,M,49,0,0,4,0,1,0,N,3,4,2
68.12,1.74,V,49,0,0,2,16,1,0,N,4,4,4
50.2,1.67,V,44,130,12,1,3,2,2,N,0,1,2
84.28,1.77,V,62,0,5,2,26,10,0,S,2,1,2
90.76,1.82,V,27,0,0,1,10,6,0,N,1,1,1
89.07,1.79,V,26,0,3,0,2,7,0,N,1,1,2
50.03,1.61,M,56,10,0,0,6,4,0,N,1,2,3
52.02,1.7,V,39,80,0,2,9,9,0,N,2,3,3
72.54,1.69,M,18,0,2,1,0,0,0,N,1,1,2
54.5,1.74,V,84,0,20,0,12,8,0,N,1,3,2
77.53,1.67,M,47,0,0,10,0,1,0,N,1,3,2
74.85,1.7,V,42,0,0,4,6,0,0,N,1,2,2
56.39,1.77,V,48,60,0,0,0,0,0,N,1,3,3
75.69,1.65,M,62,0,0,1,4,10,0,N,0,1,0
57.19,1.56,M,81,0,0,6,0,0,0,N,3,4,4
74.22,1.73,V,26,0,0,0,8,5,0,N,2,4,4
75.15,1.71,V,41,0,3,4,4,0,0,N,1,1,1
75.82,1.8,V,31,0,0,1,2,0,2,N,1,1,2
82.35,1.79,V,18,0,0,0,16,1,0,N,1,1,1
51.32,1.59,M,49,10,0,6,0,0,0,N,2,2,2
45.51,1.59,M,56,20,9,7,0,0,0,N,1,1,1
76.26,1.69,M,36,0,0,3,9,7,0,N,1,2,2
62.8,1.79,V,54,0,10,0,0,0,0,N,0,2,1
69.69,1.69,M,28,0,0,0,12,6,0,N,2,2,2
57.31,1.76,V,36,0,17,0,10,13,0,N,0,2,1
57.39,1.63,M,25,0,5,0,0,0,0,N,2,3,2
77.32,1.63,M,44,0,0,0,18,14,0,N,2,2,2
65.12,1.69,M,45,0,0,0,19,8,1,S,1,3,1
71.81,1.64,M,64,0,0,2,0,6,0,N,2,3,3
50.8,1.68,M,43,50,0,0,10,4,0,N,1,2,2
69.07,1.7,V,42,0,0,6,6,0,1,N,0,3,3
57.67,1.79,V,23,170,0,2,0,0,0,N,3,4,4
63.41,1.69,V,64,0,5,3,0,2,0,S,1,1,0
57.67,1.79,V,84,20,0,0,0,9,0,N,1,1,0
59.62,1.82,V,41,10,4,0,0,0,0,N,2,3,2
52.63,1.71,M,18,0,26,0,0,0,0,N,3,4,4
69.33,1.74,V,39,0,0,0,18,6,1,N,2,4,3
65.82,1.67,M,48,0,2,0,0,0,0,S,1,1,0
76.62,1.72,M,49,0,5,6,18,14,0,N,3,4,4
47.82,1.63,M,38,120,0,0,29,13,0,N,1,0,0
90.76,1.82,V,49,0,1,0,0,8,0,N,0,1,0
66.65,1.79,V,34,0,6,0,8,3,0,N,1,4,4
89.67,1.78,V,22,0,0,0,23,17,0,N,1,2,3
47.24,1.62,M,43,40,5,0,13,9,0,N,1,2,3
83.91,1.75,V,21,0,0,0,0,0,0,N,0,1,1
75.14,1.72,M,39,0,0,0,7,1,0,N,2,3,3
77.05,1.68,V,77,0,0,1,11,7,0,S,1,1,0
69.72,1.66,M,33,0,0,4,9,3,0,N,3,4,3
58.81,1.65,M,42,0,0,2,9,0,0,N,3,3,2
71.89,1.72,V,44,0,0,0,7,4,1,N,2,2,2
55.76,1.76,V,43,40,1,0,2,1,0,N,1,2,1
75.42,1.73,V,53,0,0,1,8,0,0,N,0,3,4
96.18,1.86,V,23,0,0,1,1,8,0,N,2,3,2
54.5,1.74,V,54,0,16,4,7,0,0,N,4,4,4
50.2,1.67,M,20,60,0,0,6,0,0,N,0,2,2
79.57,1.86,V,64,0,4,3,0,1,0,N,1,3,4
58.06,1.73,V,18,0,4,2,0,0,2,N,2,4,4
73.22,1.6,M,37,0,0,7,4,5,0,N,0,0,1
58.85,1.67,M,42,0,8,0,0,5,0,N,0,1,1
50.8,1.68,M,68,120,0,3,0,0,0,N,3,4,3
85.18,1.76,V,23,0,0,4,10,9,3,N,0,1,1
47.24,1.62,M,60,80,0,0,0,0,0,N,2,2,2
76.83,1.69,M,23,0,0,1,0,0,0,N,1,1,1
74.96,1.76,V,49,0,0,4,0,4,0,N,1,3,3
54.17,1.73,M,77,0,16,0,2,2,0,N,0,1,2
64.76,1.66,M,57,0,0,0,11,5,0,N,2,3,3
55.76,1.76,V,64,100,5,0,0,0,0,N,1,3,2
84.91,1.78,V,20,0,0,0,2,3,0,N,1,2,1
44.37,1.57,M,48,0,16,4,2,0,0,N,1,0,0
60.16,1.73,V,47,10,0,0,6,5,0,N,0,1,0
68.33,1.67,M,60,0,0,4,0,6,1,N,1,3,4
76.92,1.73,V,65,0,0,0,16,8,1,N,1,3,2
52.63,1.71,M,55,170,5,0,13,3,7,N,0,2,0
63.65,1.66,M,45,0,4,0,16,0,0,N,0,1,1
60.55,1.74,V,46,0,0,1,12,1,4,N,2,2,2
50.8,1.68,V,46,40,8,0,0,4,0,N,1,2,0
54.5,1.74,V,48,30,0,1,21,11,0,N,3,4,4
58.97,1.81,V,18,270,19,0,0,7,9,S,2,4,4
52.63,1.71,V,36,120,13,0,30,11,0,N,3,4,4
60.28,1.83,V,26,70,0,0,19,10,0,N,1,0,0
56.39,1.77,V,30,20,20,4,2,1,0,N,0,3,2
53.87,1.73,V,19,130,0,6,6,7,0,N,2,3,3
79.84,1.78,V,18,0,7,1,34,13,0,N,2,2,2
55.11,1.66,M,53,0,16,2,0,7,0,N,2,3,2
65.07,1.65,M,34,0,4,0,15,5,0,N,0,1,2
46.66,1.61,M,30,130,0,1,5,3,0,N,2,4,4
50.8,1.68,V,35,0,17,5,0,0,0,N,1,3,2
55.12,1.75,V,54,20,2,0,12,6,0,N,0,4,4
76.58,1.7,V,18,0,0,0,2,10,0,N,3,4,4
69.44,1.73,M,18,0,13,2,9,7,0,N,0,0,0
53.25,1.72,V,21,0,13,0,0,0,1,N,2,3,3
54.5,1.74,M,43,80,0,5,6,5,0,N,1,3,3
79.48,1.67,V,39,0,0,1,10,9,0,N,0,1,2
50.2,1.67,M,47,50,1,0,1,4,4,N,2,3,3
49,1.65,M,35,0,12,1,12,0,0,N,2,3,3
52.02,1.7,M,42,0,7,3,5,6,5,N,2,3,3
54.17,1.61,M,28,0,14,2,0,4,0,N,1,1,1
85.4,1.69,M,29,0,0,0,21,12,0,N,0,0,0
67.99,1.75,V,31,0,7,0,10,16,0,N,2,4,4
71.86,1.76,V,30,0,12,0,0,9,0,N,0,0,0
73.69,1.69,V,41,0,0,0,11,0,0,N,1,1,1
57,1.76,V,45,0,0,0,14,3,5,N,2,3,3
48.41,1.64,V,51,10,1,3,0,0,0,N,0,2,2
83.29,1.84,V,44,0,1,3,2,0,0,N,2,4,4
76.87,1.75,V,45,0,0,3,0,2,0,N,3,3,4
44.94,1.58,M,28,0,19,2,0,0,0,N,1,2,3
51.41,1.69,V,37,10,9,6,0,0,0,N,2,2,3
71.75,1.81,V,36,0,10,2,0,5,0,S,2,4,3
47.24,1.62,M,39,0,4,0,11,0,3,N,2,3,3
64.19,1.74,V,59,0,6,0,21,9,0,N,1,3,2
72.82,1.68,M,43,0,0,5,0,0,0,N,1,1,1
79.19,1.7,M,44,0,0,5,0,3,0,N,1,1,0
54.5,1.74,V,56,20,0,5,0,1,0,N,2,3,2
77.32,1.81,V,42,0,3,5,0,0,0,N,2,4,4
59.76,1.72,M,34,0,7,1,14,8,3,N,2,3,3
74.68,1.66,M,47,0,0,6,21,10,0,N,1,1,2
54.72,1.65,M,31,0,12,4,0,0,0,N,1,2,3
68.33,1.67,M,26,0,0,0,16,5,0,N,3,4,4
51.41,1.69,M,18,30,12,4,0,0,0,N,2,3,4
53.25,1.72,M,25,10,3,3,0,1,0,N,0,0,0
61.47,1.78,V,51,0,8,0,1,0,0,N,2,3,2
